Year,Tm,Player,Age,G,Puntos,Rebotes,Asist,Robos,Bloqueos
1996,SAC,Kevin Gamble,30,21,2213,196,430,84,21
1996,DET,Mark Macon,26,23,1890,257,545,81,19
1996,TOR,Vincenzo Esposito,27,30,1503,243,223,138,16
1996,PHI,Greg Grant,29,11,1378,145,157,26,7
1996,SAC,Byron Houston,26,25,1407,253,565,188,29
1996,CHI,James Edwards,40,28,1242,194,476,89,6
1996,SAS,Brad Lohaus,31,32,1348,85,646,36,28
1996,ORL,David Vaughn,22,33,1702,300,217,129,15
1996,POR,Randolph Childress,23,28,2062,311,272,90,27
1996,ATL,Reggie Jordan,28,24,2033,306,528,58,16
1996,ORL,Brooks Thompson,25,33,2169,168,124,182,4
1996,PHI,Scott Skiles,31,10,1361,57,579,75,12
1996,MIA,Ron Grandison,31,18,1906,65,226,120,24
1996,BOS,Sherman Douglas,29,10,1165,290,652,28,2
1996,PHO,Mario Bennett,22,19,1377,127,182,36,7
1996,NYK,Doug Christie,25,23,1685,106,565,125,8
1996,UTA,Jamie Watson,23,16,2247,305,486,52,21
1996,ATL,Sean Rooks,26,16,1181,224,572,190,14
1996,CLE,Donny Marshall,23,34,1014,252,683,74,26
1996,GSW,Andrew DeClercq,22,22,2299,264,190,77,12
1996,CLE,Joe Courtney,26,23,1249,190,166,21,21
1996,MIL,Eric Murdock,27,9,2389,132,662,176,27
1996,PHI,Scott Williams,27,13,1352,300,461,120,5
1996,ORL,Jeff Turner,33,13,1835,69,555,103,23
1996,CHI,John Salley,31,17,1523,255,622,58,15
1996,MIL,Jerry Reynolds,33,19,1093,211,118,192,17
1996,HOU,Tracy Moore,30,8,2248,181,251,74,4
1996,CHH,Greg Sutton,28,18,1345,60,201,139,30
1996,MIN,Micheal Williams,29,9,2195,290,512,173,14
1996,TOR,Martin Lewis,20,16,2391,140,208,73,29
1996,SEA,Steve Scheffler,28,35,1666,285,445,152,27
1996,MIL,Todd Day,26,8,1525,75,651,108,5
1996,NJN,Tim Perry,30,22,1045,63,619,103,27
1996,PHI,Mike Brown,32,9,1600,295,380,169,6
1996,MIA,Stacey King,29,15,1725,130,151,64,29
1996,DET,Eric Leckner,29,18,1948,72,264,52,19
1996,SEA,Sherell Ford,23,28,2335,245,651,132,6
1996,TOR,Dan O'Sullivan,27,5,2326,243,328,36,6
1996,WSB,Greg Grant,29,10,1196,195,196,122,9
1996,CLE,Harold Miner,24,19,1957,70,306,136,21
1996,HOU,Melvin Booker,23,11,1490,227,632,132,2
1996,PHI,Greg Graham,25,8,1580,297,339,111,8
1996,WSB,Mark Price,31,7,1008,289,679,143,2
1996,LAL,Anthony Miller,24,27,1045,307,214,92,9
1996,DET,Steve Bardo,27,9,1983,203,648,131,7
1996,SAS,Monty Williams,24,17,1507,143,195,155,5
1996,TOR,Dwayne Whitfield,23,8,1993,254,435,154,2
1996,ATL,Todd Mundt,25,24,1807,249,132,109,18
1996,DEN,Matt Fish,26,16,1392,286,605,71,10
1996,DAL,Donald Hodge,26,13,1281,102,449,110,12
1996,DEN,Greg Grant,29,10,2383,295,120,24,7
1996,MIA,Jeff Malone,34,7,2384,110,166,117,28
1996,GSW,David Wood,31,21,1780,305,214,78,27
1996,NJN,Robert Werdann,25,13,1512,180,522,91,18
1996,BOS,Doug Smith,26,17,2054,142,269,56,4
1996,MIL,Alton Lister,37,7,1442,181,382,27,7
1996,SAS,Dell Demps,25,16,1100,295,168,170,9
1996,NJN,Rex Walters,25,11,1491,258,456,31,25
1996,PHI,Tim Perry,30,8,1609,195,630,197,29
1996,IND,Fred Hoiberg,23,15,1262,299,226,170,22
1996,PHI,Trevor Wilson,27,6,1859,142,144,180,23
1996,CHH,Muggsy Bogues,31,6,1749,185,473,159,12
1996,MIA,LeRon Ellis,26,12,2340,205,554,149,9
1996,DEN,Randy Woods,25,8,1237,200,664,182,24
1996,SAC,Clint McDaniel,23,12,2308,86,563,197,3
1996,BOS,Thomas Hamilton,20,11,2376,80,666,58,4
1996,PHI,Elmer Bennett,25,8,1869,97,450,116,27
1996,MIL,Eric Mobley,25,5,1188,227,313,92,21
1996,NYK,Monty Williams,24,14,1658,94,186,195,28
1996,POR,Anthony Cook,28,11,1011,83,344,196,29
1996,HOU,Henry James,30,7,1813,60,190,190,4
1996,WSB,Jeff Webster,24,11,1065,112,404,145,7
1996,MIL,Kevin Duckworth,31,8,1039,256,135,62,9
1996,NYK,Ron Grandison,31,6,1381,114,571,88,22
1996,NJN,Gerald Glass,28,10,2221,140,652,98,17
1996,UTA,Andy Toolson,30,13,1370,251,620,194,24
1996,DEN,Rastko Cvetkovic,25,14,2097,53,415,119,21
1996,ORL,Anthony Bonner,27,4,2291,130,513,168,25
1996,ORL,Darrell Armstrong,27,13,1770,273,403,140,22
1996,ATL,Donnie Boyce,22,8,2292,232,117,103,25
1996,MIN,Charles Smith,28,8,1225,212,186,87,9
1996,POR,Elmore Spencer,26,11,1757,115,567,50,8
1996,WSB,Michael Curry,27,5,1573,202,397,45,19
1996,PHO,David Wood,31,4,1759,196,425,84,30
1996,HOU,Jaren Jackson,28,4,1079,147,608,180,26
1996,CHH,Corey Beck,24,5,1344,114,559,62,11
1996,BOS,Todd Mundt,25,9,2386,76,119,70,19
1996,WSB,Bob Thornton,33,7,1192,134,223,94,24
1996,LAC,Logan Vander Velden,24,15,1603,302,320,99,11
1996,TOR,Herb Williams,37,1,2073,214,136,45,15
1996,PHO,Stefano Rusconi,27,7,1984,281,243,113,24
1996,CLE,Darryl Johnson,30,11,1747,285,521,147,2
1996,DEN,Reggie Slater,25,4,2343,290,265,168,8
1996,DAL,Reggie Slater,25,3,1272,194,411,162,8
1996,WSB,Kevin Pritchard,28,2,1997,286,615,157,5
1996,DEN,Elmore Spencer,26,6,1894,125,136,123,26
1996,LAL,Frankie King,23,6,1020,232,171,58,17
1996,POR,Reggie Slater,25,4,1691,313,119,146,28
1996,GSW,Robert Churchwell,23,4,2359,93,606,183,6
1996,ATL,Ron Grandison,31,4,1363,145,238,63,5
1996,VAN,Cuonzo Martin,24,4,1683,132,267,161,1
1996,CHH,Joe Wolf,31,1,1000,297,158,85,11
1996,NYK,Matt Fish,26,2,2395,202,285,149,28
1996,ATL,Howard Nathan,24,5,1232,158,159,130,11
1996,CHH,Gerald Glass,28,5,1930,126,201,103,6
1996,HOU,Alvin Heggs,28,4,1235,160,667,109,3
1996,MIL,Mike Peplowski,25,5,1696,277,411,163,5
1996,ATL,Tim Kempton,32,3,1471,72,341,128,29
1996,PHO,John Coker,24,5,2339,100,385,123,13
1996,GSW,Geert Hammink,26,3,2167,287,282,28,28
1996,PHO,Terrence Rencher,22,2,1950,133,242,89,28
1996,CHI,Jack Haley,32,1,1399,149,291,97,21
1996,ORL,Geert Hammink,26,3,1046,160,278,34,23
1996,BOS,Charles Claxton,25,3,2312,290,651,43,4
1996,WSB,Mike Peplowski,25,2,1375,310,632,54,19
1996,WSB,Cedric Lewis,26,3,2373,246,357,89,6
1996,CHH,Donald Hodge,26,2,2384,283,647,111,10
1996,BOS,Larry Sykes,22,1,1416,117,574,64,15
1997,CHH,Glen Rice,29,79,2043,167,267,191,18
1997,GSW,Latrell Sprewell,26,80,1577,215,155,94,19
1997,WSB,Juwan Howard,23,82,1774,95,495,144,12
1997,TOR,Damon Stoudamire,23,81,2023,180,323,79,28
1997,SEA,Gary Payton,28,82,1865,298,428,153,18
1997,NJN,Kendall Gill,28,82,1076,150,620,62,9
1997,CLE,Chris Mills,27,80,1350,203,561,200,27
1997,PHI,Jerry Stackhouse,22,81,1220,176,535,127,23
1997,MIL,Vin Baker,25,78,1931,190,595,135,22
1997,DET,Grant Hill,24,80,2295,209,531,46,4
1997,CHH,Anthony Mason,30,73,1726,143,532,48,13
1997,ATL,Christian Laettner,27,82,1177,60,396,99,19
1997,MIA,Tim Hardaway,30,81,1865,304,312,52,18
1997,MIN,Tom Gugliotta,27,81,2199,310,289,145,1
1997,TOR,Doug Christie,26,81,1173,266,637,57,28
1997,SAC,Mitch Richmond,31,81,2171,169,670,46,6
1997,MIL,Glenn Robinson,24,80,1887,131,628,150,18
1997,CHI,Michael Jordan,33,82,1377,68,508,95,5
1997,CHI,Scottie Pippen,31,82,2202,107,541,41,28
1997,GSW,Joe Smith,21,80,1932,70,196,20,23
1997,POR,Kenny Anderson,26,82,1864,214,610,91,10
1997,POR,Clifford Robinson,30,81,1067,308,130,125,3
1997,ATL,Mookie Blaylock,29,78,1767,72,526,45,1
1997,PHI,Allen Iverson,21,76,1570,310,422,105,12
1997,DET,Lindsey Hunter,26,82,2111,254,425,160,5
1997,NJN,Kerry Kittles,22,82,1335,251,687,193,21
1997,LAL,Eddie Jones,25,80,1347,97,538,185,3
1997,UTA,Karl Malone,33,82,2056,215,159,44,12
1997,WSB,Rod Strickland,30,82,1695,245,188,143,17
1997,MIN,Kevin Garnett,20,77,1740,234,401,178,10
1997,BOS,David Wesley,26,74,2218,293,336,194,18
1997,ATL,Dikembe Mutombo,30,80,2145,82,423,181,2
1997,BOS,Antoine Walker,20,82,2049,290,430,125,13
1997,IND,Reggie Miller,31,81,1172,159,139,76,3
1997,PHI,Clarence Weatherspoon,26,82,1325,253,651,67,11
1997,DEN,Dale Ellis,36,82,2158,56,334,150,26
1997,LAL,Nick Van Exel,25,79,1928,95,516,74,6
1997,DET,Joe Dumars,33,79,1101,211,301,50,28
1997,UTA,John Stockton,34,82,2153,69,410,26,6
1997,SAC,Olden Polynice,32,82,1901,289,361,144,11
1997,NYK,Patrick Ewing,34,78,1426,78,209,179,6
1997,NYK,Charles Oakley,33,80,1907,130,121,73,29
1997,CLE,Terrell Brandon,26,78,2039,309,115,104,8
1997,HOU,Hakeem Olajuwon,34,78,1546,72,557,158,23
1997,CHH,Vlade Divac,28,81,2131,188,526,129,26
1997,LAC,Loy Vaught,28,82,1021,207,496,85,14
1997,ATL,Steve Smith,27,72,1950,85,364,70,23
1997,WSB,Chris Webber,23,72,1469,210,118,118,20
1997,VAN,Shareef Abdur-Rahim,20,80,1931,166,619,95,5
1997,VAN,Bryant Reeves,23,75,1968,65,167,28,2
1997,SEA,Hersey Hawkins,30,82,1488,164,632,86,19
1997,SEA,Shawn Kemp,27,81,2310,304,455,176,5
1997,GSW,Chris Mullin,33,79,1312,306,531,194,18
1997,HOU,Mario Elie,33,78,1176,251,237,177,15
1997,NYK,Allan Houston,25,81,1081,123,515,152,18
1997,DET,Otis Thorpe,34,79,1258,231,173,78,18
1997,PHO,Kevin Johnson,30,70,2173,106,684,100,6
1997,BOS,Rick Fox,27,76,2225,105,122,73,2
1997,TOR,Walt Williams,26,73,1678,131,680,146,10
1997,CLE,Danny Ferry,30,82,1450,128,627,80,14
1997,ORL,Rony Seikaly,31,74,1219,108,683,106,1
1997,NYK,Larry Johnson,27,76,1139,165,197,73,30
1997,DEN,Ervin Johnson,29,82,1808,108,479,41,5
1997,MIA,P.J. Brown,27,80,1364,50,428,84,18
1997,UTA,Jeff Hornacek,33,82,1047,108,275,27,9
1997,IND,Dale Davis,27,80,1717,262,630,35,14
1997,CLE,Tyrone Hill,28,74,2029,288,255,182,16
1997,DEN,Antonio McDyess,22,74,1802,125,651,94,3
1997,POR,Isaiah Rider,25,76,1339,184,638,196,6
1997,MIL,Ray Allen,21,82,1230,203,560,152,24
1997,SAC,Michael Smith,24,81,2195,297,671,125,30
1997,UTA,Bryon Russell,26,81,1878,112,533,140,10
1997,LAL,Elden Campbell,28,77,1243,264,506,105,22
1997,ORL,Horace Grant,31,67,1612,141,447,50,2
1997,LAC,Rodney Rogers,25,81,1638,194,479,98,20
1997,SAS,Avery Johnson,31,76,1237,294,636,120,21
1997,LAC,Malik Sealy,26,80,1971,129,145,30,26
1997,BOS,Eric Williams,24,72,1809,58,176,188,22
1997,TOR,Popeye Jones,26,79,1112,84,662,178,26
1997,WSB,Calbert Cheaney,25,79,2126,312,608,78,24
1997,HOU,Matt Maloney,25,82,2230,189,299,80,3
1997,CLE,Bobby Phills,27,69,1161,52,343,46,29
1997,IND,Antonio Davis,28,82,1972,272,273,170,5
1997,PHO,Wesley Person,25,80,1936,216,228,87,14
1997,MIN,Stephon Marbury,19,67,1410,66,172,104,17
1997,MIA,Alonzo Mourning,26,66,2048,123,485,111,12
1997,MIL,Sherman Douglas,30,79,1610,111,443,71,9
1997,ATL,Tyrone Corbin,34,70,1528,265,243,25,5
1997,VAN,Anthony Peeler,27,72,1067,123,144,156,12
1997,BOS,Todd Day,27,81,1589,78,552,160,30
1997,HOU,Clyde Drexler,34,62,1568,151,189,38,20
1997,CLE,Bob Sura,23,82,1546,142,127,21,7
1997,SAS,Vinny Del Negro,30,72,1509,297,533,155,11
1997,ORL,Anfernee Hardaway,25,59,1222,252,104,193,14
1997,DAL,Derek Harper,35,75,2396,112,495,27,3
1997,ORL,Gerald Wilkins,33,80,2188,100,612,53,19
1997,LAC,Bo Outlaw,25,82,1745,90,284,66,25
1997,SEA,Detlef Schrempf,34,61,1103,79,561,132,9
1997,ORL,Dennis Scott,28,66,2295,216,139,20,5
1997,ORL,Nick Anderson,29,63,1058,225,465,51,17
1997,PHO,Hot Rod Williams,34,68,2045,141,220,88,4
1997,PHO,Danny Manning,30,77,1856,151,621,62,12
1997,SAC,Mahmoud Abdul-Rauf,27,75,1534,102,380,150,25
1997,MIA,Voshon Lenard,23,73,1996,80,435,135,9
1997,PHI,Derrick Coleman,29,57,1100,163,534,65,1
1997,CHH,Dell Curry,32,68,2389,113,468,121,8
1997,NYK,Chris Childs,29,65,1256,252,209,68,28
1997,SAS,Vernon Maxwell,31,72,2179,81,317,26,16
1997,IND,Travis Best,24,76,1719,249,390,135,10
1997,MIL,Johnny Newman,33,82,1521,223,656,150,29
1997,MIL,Armen Gilliam,32,80,2083,260,594,33,1
1997,MIN,Sam Mitchell,33,82,1090,145,364,21,27
1997,NYK,John Starks,31,77,1086,125,304,64,3
1997,HOU,Charles Barkley,33,53,2375,201,291,43,27
1997,ORL,Derek Strong,28,82,1579,88,218,26,5
1997,DEN,LaPhonso Ellis,26,55,1705,285,333,162,8
1997,DEN,Mark Jackson,31,52,1933,151,535,92,7
1997,DET,Terry Mills,29,79,1086,147,406,90,9
1997,SAC,Billy Owens,27,66,1457,212,554,179,20
1997,DAL,Michael Finley,23,56,1794,61,275,126,13
1997,SAC,Corliss Williamson,23,79,1038,197,415,154,14
1997,SEA,Sam Perkins,35,81,1900,277,121,174,27
1997,HOU,Kevin Willis,34,75,1694,181,664,162,21
1997,NJN,Tony Massenburg,29,79,1187,116,150,195,13
1997,VAN,Lee Mayberry,26,80,2266,212,212,58,1
1997,CHI,Dennis Rodman,35,55,1707,56,637,165,4
1997,SAS,Dominique Wilkins,37,63,1313,142,269,87,6
1997,DAL,A.C. Green,33,56,1303,302,581,51,15
1997,LAL,Shaquille O'Neal,24,51,1852,284,673,148,21
1997,LAC,Lorenzen Wright,21,77,2293,285,314,197,24
1997,MIN,Doug West,29,68,2369,146,674,65,3
1997,SAS,Will Perdue,31,65,2148,73,577,142,20
1997,POR,Gary Trent,22,82,1523,152,383,52,26
1997,TOR,Marcus Camby,22,63,1810,59,299,44,6
1997,POR,Rasheed Wallace,22,62,1645,296,364,73,15
1997,MIA,Isaac Austin,27,82,1800,310,614,61,1
1997,CHH,Muggsy Bogues,32,65,1445,113,406,180,30
1997,GSW,Mark Price,32,70,1816,305,618,71,10
1997,ORL,Brian Shaw,30,77,2321,156,550,179,25
1997,VAN,Greg Anthony,29,65,1356,80,425,82,6
1997,CHI,Steve Kerr,31,82,1096,262,423,153,9
1997,WSB,Gheorghe Muresan,25,73,1731,119,430,141,15
1997,VAN,Roy Rogers,23,82,1264,276,278,109,7
1997,POR,Chris Dudley,31,81,1613,266,676,111,29
1997,SAS,Carl Herrera,30,75,1288,143,504,109,5
1997,PHO,Rex Chapman,29,65,1806,104,258,139,26
1997,LAC,Darrick Martin,25,82,1564,259,169,103,2
1997,UTA,Greg Ostertag,23,77,2313,196,434,33,2
1997,WSB,Tracy Murray,25,82,1541,129,443,193,2
1997,DEN,Bryant Stith,26,52,1688,61,520,155,7
1997,MIA,Keith Askins,29,78,1700,196,646,200,27
1997,LAL,Jerome Kersey,34,70,2274,87,607,61,9
1997,NYK,Charlie Ward,26,79,1630,125,123,115,27
1997,POR,Arvydas Sabonis,32,69,1881,294,144,194,5
1997,DEN,Tom Hammonds,29,81,2327,312,300,126,4
1997,CHI,Ron Harper,33,76,2379,289,141,134,3
1997,PHI,Mark Davis,23,75,1331,87,508,157,3
1997,DAL,Jim Jackson,26,46,2200,242,576,78,6
1997,MIN,Dean Garrett,30,68,1220,249,216,140,27
1997,SAS,Greg Anderson,32,82,1065,123,688,57,30
1997,BOS,Marty Conlon,29,74,1892,266,695,117,29
1997,CHI,Toni Kukoc,28,57,1826,278,363,178,27
1997,WSB,Harvey Grant,31,78,1484,177,121,106,2
1997,MIL,Elliot Perry,27,82,1423,65,344,48,29
1997,MIN,Terry Porter,33,82,1251,138,542,94,29
1997,GSW,Felton Spencer,29,72,1922,212,155,191,21
1997,IND,Rik Smits,30,52,2121,109,232,26,5
1997,NYK,Buck Williams,36,74,1512,253,196,48,27
1997,SEA,Jim McIlvaine,24,82,1786,116,120,185,28
1997,CHI,Luc Longley,28,59,1354,229,538,130,9
1997,UTA,Antoine Carr,35,82,1432,180,641,103,9
1997,SAS,Cory Alexander,23,80,1658,209,263,21,21
1997,IND,Derrick McKey,30,50,1330,170,651,71,17
1997,LAL,Byron Scott,35,79,1812,312,522,22,5
1997,VAN,Blue Edwards,31,61,1708,263,323,117,19
1997,NJN,Jayson Williams,28,41,1284,119,465,37,13
1997,CHI,Jason Caffey,23,75,1599,215,477,142,16
1997,TOR,Carlos Rogers,25,56,2277,198,675,31,6
1997,SAS,Sean Elliott,28,39,1405,175,620,132,18
1997,SAC,Tyus Edney,23,70,1670,125,513,161,29
1997,MIA,Sasha Danilovic,26,43,1204,133,482,75,18
1997,SAS,Monty Williams,25,65,1470,243,139,119,13
1997,PHI,Scott Williams,28,62,1778,151,506,127,29
1997,MIN,James Robinson,26,69,1306,217,602,165,23
1997,LAC,Lamond Murray,23,74,1884,266,608,41,21
1997,DET,Theo Ratliff,23,76,1515,105,630,158,13
1997,CHH,Tony Smith,28,69,1514,308,292,167,21
1997,MIA,Dan Majerle,31,36,2253,174,470,50,28
1997,PHI,Michael Cage,35,82,2067,226,207,68,23
1997,CLE,Vitaly Potapenko,21,80,1465,195,465,173,20
1997,NJN,Shawn Bradley,24,40,1850,68,164,141,3
1997,DET,Michael Curry,28,81,1547,123,505,81,2
1997,VAN,Lawrence Moten,24,67,1021,182,105,78,6
1997,DAL,George McCloud,29,41,1061,116,277,83,18
1997,ATL,Eldridge Recasner,29,71,1824,91,344,177,20
1997,MIL,Andrew Lang,30,52,1743,114,218,110,22
1997,DAL,Chris Gatling,29,44,1149,179,444,74,13
1997,MIA,Jamal Mashburn,24,32,1185,128,249,25,2
1997,IND,Jalen Rose,24,66,2057,163,600,34,16
1997,NJN,Robert Pack,27,34,1320,112,211,52,1
1997,GSW,Bimbo Coles,28,51,1994,235,435,183,30
1997,PHO,Jason Kidd,23,33,1677,184,125,109,4
1997,NJN,Xavier McDaniel,33,62,1839,228,516,57,1
1997,DET,Grant Long,30,65,2179,292,372,33,26
1997,LAL,Travis Knight,22,71,2059,73,304,109,19
1997,NJN,Jim Jackson,26,31,1152,170,168,88,9
1997,PHO,Cedric Ceballos,27,42,1989,89,633,189,18
1997,WSB,Jaren Jackson,29,75,1131,126,493,62,1
1997,WSB,Chris Whitney,25,82,2228,131,577,26,26
1997,IND,Duane Ferrell,31,62,1277,311,654,197,14
1997,LAL,Kobe Bryant,18,71,1681,52,292,116,22
1997,LAC,Brent Barry,25,59,2124,291,512,102,28
1997,UTA,Howard Eisley,24,82,2302,247,206,94,3
1997,UTA,Shandon Anderson,23,65,1055,79,538,169,30
1997,GSW,Andrew DeClercq,23,71,2139,123,343,55,16
1997,LAC,Pooh Richardson,30,59,2295,258,166,60,27
1997,DAL,Shawn Bradley,24,33,1809,189,617,151,7
1997,VAN,George Lynch,26,41,2084,309,302,166,19
1997,CHI,Randy Brown,28,72,2067,58,440,136,9
1997,LAC,Terry Dehere,25,73,2394,146,232,45,28
1997,IND,Mark Jackson,31,30,1858,109,314,185,9
1997,IND,Erick Dampier,21,72,2172,112,496,97,7
1997,NJN,Khalid Reeves,24,50,2227,166,151,112,3
1997,DEN,Brooks Thompson,26,65,2101,281,653,181,21
1997,CHH,Matt Geiger,27,49,1976,142,369,30,21
1997,PHI,Rex Walters,26,59,1667,268,686,131,6
1997,HOU,Matt Bullard,29,71,1851,208,613,174,15
1997,GSW,Donyell Marshall,23,61,1852,310,288,118,5
1997,GSW,B.J. Armstrong,29,49,2033,189,293,96,10
1997,PHO,Mark Bryant,31,41,1469,211,246,104,9
1997,ORL,Darrell Armstrong,28,67,1451,168,208,83,8
1997,LAL,Corie Blount,28,58,2303,268,494,184,1
1997,TOR,Sharone Wright,24,60,1610,115,153,64,18
1997,DAL,Eric Montross,25,47,1395,144,644,34,26
1997,SEA,Larry Stewart,28,70,1926,254,185,120,5
1997,HOU,Randy Livingston,21,64,1262,296,331,117,1
1997,UTA,Chris Morris,31,73,1339,65,394,173,27
1997,DAL,Jamal Mashburn,24,37,2338,95,292,114,22
1997,ATL,Jon Barry,27,58,1751,63,491,83,12
1997,MIN,Cherokee Parks,24,76,1846,305,115,64,3
1997,CLE,Mark West,36,70,1589,149,299,53,4
1997,SAC,Kevin Gamble,31,62,2164,80,192,176,15
1997,GSW,Todd Fuller,22,75,1678,278,370,35,27
1997,ATL,Henry James,31,53,1240,284,123,199,24
1997,SEA,David Wingate,33,65,2299,92,293,76,21
1997,LAL,Derek Fisher,22,80,2024,269,181,172,6
1997,UTA,Greg Foster,28,79,1605,113,614,88,27
1997,UTA,Adam Keefe,26,62,1434,66,411,158,27
1997,HOU,Sam Mack,26,52,2024,152,570,135,1
1997,BOS,Dino Radja,29,25,2275,294,689,33,19
1997,CHH,Tony Delk,23,61,1738,113,491,123,12
1997,HOU,Othella Harrington,23,57,1513,190,256,130,26
1997,DET,Aaron McKie,24,42,2199,217,191,139,4
1997,ATL,Ivano Newbill,26,72,1155,126,624,45,25
1997,SEA,Craig Ehlo,35,62,1283,238,510,91,25
1997,NJN,Eric Montross,25,31,1392,267,336,193,29
1997,CLE,Antonio Lang,24,64,1620,282,118,55,1
1997,DAL,Oliver Miller,26,42,2059,237,655,162,8
1997,MIN,Chris Carr,22,55,1004,50,566,82,4
1997,SEA,Terry Cummings,35,45,1332,268,691,104,23
1997,IND,Vincent Askew,30,41,1820,121,522,60,17
1997,PHI,Lucious Harris,26,54,2357,261,214,178,6
1997,SEA,Nate McMillan,32,37,2009,306,232,21,29
1997,PHO,Michael Finley,23,27,2158,286,227,159,17
1997,DAL,Jason Kidd,23,22,1658,143,608,67,17
1997,NYK,John Wallace,22,68,1462,210,413,33,26
1997,CHI,Bill Wennington,33,61,1101,298,367,40,18
1997,PHO,Wayman Tisdale,32,53,1393,89,116,153,26
1997,NJN,Sam Cassell,27,23,1951,181,601,83,13
1997,POR,Aaron McKie,24,41,1935,122,386,72,23
1997,SEA,Eric Snow,23,67,1141,64,250,159,25
1997,MIN,Stojko Vrankovic,33,53,1413,275,254,130,22
1997,DAL,Erick Strickland,23,28,1602,241,532,51,24
1997,LAC,Eric Piatkowski,26,65,1411,70,556,118,28
1997,LAL,Sean Rooks,27,69,2160,278,220,196,6
1997,PHI,Don MacLean,27,37,1857,215,223,146,15
1997,TOR,Clifford Rozier,24,41,1523,74,166,114,14
1997,PHO,Robert Horry,26,32,1713,257,265,22,24
1997,BOS,Dana Barros,29,24,1815,192,162,153,15
1997,CHI,Jud Buechler,28,76,1547,253,223,33,19
1997,IND,Jerome Allen,24,51,1018,71,328,57,27
1997,PHO,Steve Nash,22,65,1141,69,440,135,7
1997,VAN,Chris Robinson,22,41,1251,256,471,86,22
1997,LAL,Robert Horry,26,22,1429,76,656,50,1
1997,MIL,Chucky Brown,28,60,1870,159,556,89,4
1997,VAN,Pete Chilcutt,28,54,1261,230,353,160,4
1997,BOS,Brett Szabo,28,70,1518,113,687,70,26
1997,MIA,John Crotty,27,48,2133,138,554,130,25
1997,DEN,Kenny Smith,31,33,1751,281,138,191,8
1997,POR,Stacey Augmon,28,40,2296,84,419,175,17
1997,CHH,Ricky Pierce,37,27,1905,192,566,25,28
1997,NJN,Ed O'Bannon,24,45,2060,97,652,82,18
1997,PHI,Doug Overton,27,61,1245,90,164,119,14
1997,SAC,Bobby Hurley,25,49,1340,103,416,146,16
1997,TOR,Hubert Davis,26,36,1498,245,406,171,9
1997,SAS,Jamie Feick,22,38,1538,88,645,157,17
1997,DEN,Anthony Goldwire,25,27,1065,264,457,29,8
1997,SAC,Brian Grant,24,24,1925,162,295,115,26
1997,HOU,Eddie Johnson,37,24,1078,55,510,167,11
1997,DAL,Samaki Walker,20,43,1460,203,480,108,10
1997,DEN,Ricky Pierce,37,33,1685,150,315,86,26
1997,DAL,Robert Pack,27,20,1970,153,374,49,22
1997,GSW,Ray Owes,24,57,2323,165,577,68,10
1997,SAC,Duane Causwell,28,46,1508,143,293,188,8
1997,CHH,Anthony Goldwire,25,33,2105,205,569,20,3
1997,IND,Fred Hoiberg,24,47,2354,185,569,51,5
1997,POR,Dontonio Wingfield,22,47,2210,125,424,122,18
1997,VAN,Aaron Williams,25,32,1825,228,403,117,19
1997,PHO,A.C. Green,33,27,1790,184,606,163,15
1997,CLE,Donny Marshall,24,56,1254,201,142,125,16
1997,BOS,Greg Minor,25,23,1300,243,104,38,25
1997,ORL,Danny Schayes,37,45,1789,275,278,145,15
1997,PHO,Sam Cassell,27,22,1759,165,322,152,27
1997,CHH,Malik Rose,22,54,2310,241,462,131,17
1997,MIL,Joe Wolf,32,56,1715,298,392,35,8
1997,BOS,Dee Brown,28,21,2114,195,284,102,1
1997,SAC,Lionel Simmons,28,41,1857,98,489,32,18
1997,BOS,Alton Lister,38,53,1716,179,486,143,16
1997,GSW,Donald Royal,30,36,1453,196,266,87,13
1997,ATL,Alan Henderson,24,30,1170,310,234,68,14
1997,CHH,Scott Burrell,26,28,1410,295,415,189,18
1997,NJN,Kevin Edwards,31,32,1769,151,303,184,10
1997,POR,Mitchell Butler,26,49,1660,74,441,163,27
1997,DET,Don Reid,23,47,2109,123,483,43,10
1997,POR,Jermaine O'Neal,18,45,1307,183,632,141,19
1997,GSW,Scott Burrell,26,29,2199,145,576,177,8
1997,TOR,Acie Earl,26,38,1280,139,437,152,23
1997,NJN,Joe Kleine,35,28,1944,211,120,51,9
1997,PHO,Loren Meyer,24,35,1635,177,612,66,12
1997,DAL,Sasha Danilovic,26,13,1864,199,664,115,15
1997,TOR,Shawn Respert,24,27,1315,196,250,63,6
1997,GSW,Melvin Booker,24,16,1957,199,458,139,5
1997,CHI,Robert Parish,43,43,1443,124,201,86,6
1997,TOR,Reggie Slater,26,26,2180,166,348,77,9
1997,DAL,Sam Cassell,27,16,1714,105,567,118,4
1997,CHI,Dickey Simpkins,24,48,2312,166,472,109,16
1997,HOU,Brent Price,28,25,1533,275,140,173,19
1997,DAL,Greg Dreiling,34,40,1271,298,118,36,7
1997,LAC,Kevin Duckworth,32,26,2138,241,582,177,9
1997,DAL,Khalid Reeves,24,13,1478,294,208,148,26
1997,ATL,Willie Burton,28,24,1646,256,320,75,27
1997,LAC,Stanley Roberts,26,18,1408,275,547,168,2
1997,MIA,Kurt Thomas,24,18,1376,271,187,51,28
1997,TOR,John Long,40,32,1298,54,346,51,2
1997,PHI,Adrian Caldwell,30,27,1244,87,396,146,17
